timestamp,water_depth,event_key,state
168.600,2.365,NONE,CLEAR
169.600,3.394,NONE,CLEAR
170.601,3.394,NONE,CLEAR
171.601,3.051,NONE,CLEAR
172.602,3.051,NONE,CLEAR
173.602,3.051,NONE,CLEAR
174.603,2.708,NONE,CLEAR
175.603,2.708,NONE,CLEAR
176.604,3.737,NONE,CLEAR
177.604,3.394,NONE,CLEAR
178.605,3.394,NONE,CLEAR
179.605,3.394,NONE,CLEAR
180.606,3.394,NONE,CLEAR
181.606,3.051,NONE,CLEAR
182.607,3.051,NONE,CLEAR
183.607,4.080,NONE,CLEAR
184.608,4.080,NONE,CLEAR
185.608,3.737,NONE,CLEAR
186.609,3.720,NONE,CLEAR
187.609,3.737,NONE,CLEAR
188.610,4.732,NONE,CLEAR
189.610,3.394,NONE,CLEAR
190.611,4.406,NONE,CLEAR
191.611,4.389,NONE,CLEAR
192.612,4.063,NONE,CLEAR
193.612,4.063,NONE,CLEAR
194.613,4.080,NONE,CLEAR
195.613,3.737,NONE,CLEAR
196.614,3.737,NONE,CLEAR
197.614,4.732,NONE,CLEAR
198.615,4.749,NONE,CLEAR
199.615,4.749,NONE,CLEAR
200.616,4.406,NONE,CLEAR
201.616,4.406,NONE,CLEAR
202.617,4.063,NONE,CLEAR
203.617,4.063,NONE,CLEAR
204.618,4.080,NONE,CLEAR
205.618,5.109,NONE,CLEAR
206.619,5.109,NONE,CLEAR
207.619,4.749,NONE,CLEAR
208.620,4.732,BLOCKAGE_INSERTED,BLOCKAGE
209.620,4.406,NONE,BLOCKAGE
210.621,4.406,NONE,BLOCKAGE
211.621,5.418,NONE,BLOCKAGE
212.622,5.109,NONE,BLOCKAGE
213.622,5.109,NONE,BLOCKAGE
214.623,5.109,NONE,BLOCKAGE
215.623,4.732,NONE,BLOCKAGE
216.624,5.744,NONE,BLOCKAGE
217.624,4.406,NONE,BLOCKAGE
218.625,5.418,NONE,BLOCKAGE
219.625,5.418,NONE,BLOCKAGE
220.626,6.396,NONE,BLOCKAGE
221.626,5.092,NONE,BLOCKAGE
222.627,6.053,NONE,BLOCKAGE
223.627,6.070,NONE,BLOCKAGE
224.628,5.744,NONE,BLOCKAGE
225.628,5.744,NONE,BLOCKAGE
226.629,5.418,NONE,BLOCKAGE
227.629,6.396,NONE,BLOCKAGE
228.630,6.396,NONE,BLOCKAGE
229.630,6.396,NONE,BLOCKAGE
230.631,6.070,NONE,BLOCKAGE
231.631,6.070,NONE,BLOCKAGE
232.632,5.744,NONE,BLOCKAGE
233.632,6.704,NONE,BLOCKAGE
234.633,6.704,NONE,BLOCKAGE
235.633,6.396,NONE,BLOCKAGE
236.634,6.396,NONE,BLOCKAGE
237.634,7.356,NONE,BLOCKAGE
238.635,6.070,NONE,BLOCKAGE
239.635,7.030,NONE,BLOCKAGE
240.636,5.744,NONE,BLOCKAGE
241.636,6.704,NONE,BLOCKAGE
242.637,6.704,NONE,BLOCKAGE
243.637,7.682,NONE,BLOCKAGE
244.638,7.682,NONE,BLOCKAGE
245.638,7.356,NONE,BLOCKAGE
246.639,7.356,NONE,BLOCKAGE
247.639,7.030,NONE,BLOCKAGE
248.640,7.030,NONE,BLOCKAGE
249.640,7.030,NONE,BLOCKAGE
250.641,6.704,NONE,BLOCKAGE
251.641,7.682,NONE,BLOCKAGE
252.642,7.682,NONE,BLOCKAGE
253.642,7.682,NONE,BLOCKAGE
254.643,7.356,NONE,BLOCKAGE
255.643,7.665,NONE,BLOCKAGE
256.644,7.030,BLOCKAGE_REMOVED,CLEAR
257.644,7.356,NONE,CLEAR
258.645,6.396,NONE,CLEAR
259.645,7.682,NONE,CLEAR
260.646,7.665,NONE,CLEAR
261.646,7.665,NONE,CLEAR
262.647,6.396,NONE,CLEAR
263.647,7.356,NONE,CLEAR
264.648,7.339,NONE,CLEAR
265.648,7.030,NONE,CLEAR
266.649,7.030,NONE,CLEAR
267.649,7.030,NONE,CLEAR
268.650,7.030,NONE,CLEAR
269.650,6.704,NONE,CLEAR
270.651,7.682,NONE,CLEAR
271.651,7.682,NONE,CLEAR
272.652,7.665,NONE,CLEAR
273.652,7.682,NONE,CLEAR
274.653,7.682,NONE,CLEAR
275.653,7.356,NONE,CLEAR
276.654,7.356,NONE,CLEAR
277.654,7.339,NONE,CLEAR
278.655,7.356,NONE,CLEAR
