timestamp,water_depth,event_key,state
150.394,2.708,NONE,BLOCKAGE
151.394,3.737,NONE,BLOCKAGE
152.395,2.382,NONE,BLOCKAGE
153.395,3.394,NONE,BLOCKAGE
154.396,3.394,NONE,BLOCKAGE
155.396,3.051,NONE,BLOCKAGE
156.397,3.051,NONE,BLOCKAGE
157.397,3.737,NONE,BLOCKAGE
158.398,3.737,NONE,BLOCKAGE
159.398,3.737,NONE,BLOCKAGE
160.399,4.749,NONE,BLOCKAGE
161.399,3.394,NONE,BLOCKAGE
162.400,4.389,NONE,BLOCKAGE
163.400,4.080,NONE,BLOCKAGE
164.401,4.063,NONE,BLOCKAGE
165.401,3.737,NONE,BLOCKAGE
166.402,3.737,NONE,BLOCKAGE
167.402,4.749,NONE,BLOCKAGE
168.403,4.406,NONE,BLOCKAGE
169.403,4.406,NONE,BLOCKAGE
170.404,4.063,NONE,BLOCKAGE
171.404,4.063,NONE,BLOCKAGE
172.405,5.109,NONE,BLOCKAGE
173.405,5.109,NONE,BLOCKAGE
174.406,4.749,NONE,BLOCKAGE
175.406,4.732,NONE,BLOCKAGE
176.407,4.406,NONE,BLOCKAGE
177.407,4.406,NONE,BLOCKAGE
178.408,5.418,NONE,BLOCKAGE
179.408,4.080,NONE,BLOCKAGE
180.409,5.109,NONE,BLOCKAGE
181.409,5.109,NONE,BLOCKAGE
182.410,4.749,NONE,BLOCKAGE
183.410,5.744,NONE,BLOCKAGE
184.411,4.406,NONE,BLOCKAGE
185.411,5.418,NONE,BLOCKAGE
186.412,5.418,NONE,BLOCKAGE
187.412,6.396,NONE,BLOCKAGE
188.413,5.109,NONE,BLOCKAGE
189.413,6.053,NONE,BLOCKAGE
190.414,6.070,NONE,BLOCKAGE
191.414,5.744,NONE,BLOCKAGE
192.415,5.744,NONE,BLOCKAGE
193.415,5.744,NONE,BLOCKAGE
194.416,5.418,NONE,BLOCKAGE
195.416,6.378,NONE,BLOCKAGE
196.417,6.396,NONE,BLOCKAGE
197.417,6.070,NONE,BLOCKAGE
198.418,6.053,NONE,BLOCKAGE
199.418,5.744,NONE,BLOCKAGE
200.419,6.704,NONE,BLOCKAGE
201.419,6.704,NONE,BLOCKAGE
202.420,6.704,NONE,BLOCKAGE
203.420,6.378,NONE,BLOCKAGE
204.421,6.396,NONE,BLOCKAGE
205.421,7.356,NONE,BLOCKAGE
206.422,6.070,NONE,BLOCKAGE
207.422,7.030,NONE,BLOCKAGE
208.423,5.744,NONE,BLOCKAGE
209.423,6.704,NONE,BLOCKAGE
210.424,6.704,NONE,BLOCKAGE
211.424,7.682,NONE,BLOCKAGE
