timestamp,water_depth,event_key,state
159.987,3.051,NONE,CLEAR
160.987,3.051,NONE,CLEAR
161.988,2.708,NONE,CLEAR
162.988,2.708,NONE,CLEAR
163.989,2.708,NONE,CLEAR
164.989,2.365,NONE,CLEAR
165.990,3.394,NONE,CLEAR
166.990,3.394,NONE,CLEAR
167.991,3.394,NONE,CLEAR
168.991,3.051,NONE,CLEAR
169.992,3.051,NONE,CLEAR
170.992,2.708,NONE,CLEAR
171.993,2.708,NONE,CLEAR
172.993,2.726,NONE,CLEAR
173.994,3.737,NONE,CLEAR
174.994,3.394,NONE,CLEAR
175.995,3.394,NONE,CLEAR
176.995,3.394,NONE,CLEAR
177.996,3.394,NONE,CLEAR
178.996,3.051,NONE,CLEAR
179.997,3.051,NONE,CLEAR
180.997,4.080,NONE,CLEAR
181.998,3.737,NONE,CLEAR
182.998,3.737,NONE,CLEAR
183.999,3.737,NONE,CLEAR
184.999,3.720,NONE,CLEAR
186.000,4.732,NONE,CLEAR
187.000,3.394,NONE,CLEAR
188.001,4.406,NONE,CLEAR
189.001,4.406,NONE,CLEAR
190.002,4.063,NONE,CLEAR
191.002,4.063,NONE,CLEAR
192.003,3.720,NONE,CLEAR
193.003,3.737,NONE,CLEAR
194.004,3.737,NONE,CLEAR
195.004,4.749,NONE,CLEAR
196.005,4.732,NONE,CLEAR
197.005,4.406,NONE,CLEAR
198.006,4.406,NONE,CLEAR
199.006,4.406,NONE,CLEAR
200.007,4.080,NONE,CLEAR
201.007,4.063,NONE,CLEAR
202.008,3.737,NONE,CLEAR
203.008,5.109,NONE,CLEAR
204.009,5.109,NONE,CLEAR
205.009,4.749,NONE,CLEAR
206.010,4.749,NONE,CLEAR
207.010,4.749,NONE,CLEAR
208.011,4.406,NONE,CLEAR
209.011,4.406,NONE,CLEAR
210.012,4.080,NONE,CLEAR
211.012,5.418,NONE,CLEAR
212.013,4.063,NONE,CLEAR
213.013,5.092,NONE,CLEAR
214.014,5.109,NONE,CLEAR
215.014,5.109,NONE,CLEAR
216.015,4.732,NONE,CLEAR
217.015,4.749,NONE,CLEAR
218.016,5.744,NONE,CLEAR
219.016,5.744,NONE,CLEAR
220.017,5.418,NONE,CLEAR
221.017,5.418,NONE,CLEAR
222.018,5.418,NONE,CLEAR
223.018,5.418,NONE,CLEAR
224.019,6.396,NONE,CLEAR
225.019,5.109,NONE,CLEAR
226.020,6.070,NONE,CLEAR
227.020,6.070,NONE,CLEAR
228.021,4.732,NONE,CLEAR
229.021,5.744,NONE,CLEAR
230.022,5.744,NONE,CLEAR
231.022,5.744,NONE,CLEAR
232.023,5.418,NONE,CLEAR
233.023,5.418,NONE,CLEAR
234.024,6.378,NONE,CLEAR
235.024,6.378,NONE,CLEAR
236.025,6.396,NONE,CLEAR
237.025,6.070,NONE,CLEAR
238.026,6.053,NONE,CLEAR
239.026,6.070,NONE,CLEAR
240.027,5.744,NONE,CLEAR
241.027,5.744,NONE,CLEAR
242.028,6.704,NONE,CLEAR
243.028,6.704,NONE,CLEAR
244.029,6.704,NONE,CLEAR
245.029,6.396,NONE,CLEAR
246.030,6.396,NONE,CLEAR
247.030,6.396,NONE,CLEAR
248.031,7.339,NONE,CLEAR
249.031,6.053,NONE,CLEAR
250.032,6.070,NONE,CLEAR
251.032,7.030,NONE,CLEAR
252.033,7.030,NONE,CLEAR
253.033,5.744,NONE,CLEAR
254.034,5.744,NONE,CLEAR
