timestamp,water_depth,event_key,state
127.547,3.051,NONE,BLOCKAGE
128.547,2.708,NONE,BLOCKAGE
129.548,3.720,NONE,BLOCKAGE
130.548,3.737,NONE,BLOCKAGE
131.549,3.394,NONE,BLOCKAGE
132.549,3.394,NONE,BLOCKAGE
133.550,3.051,NONE,BLOCKAGE
134.550,3.051,NONE,BLOCKAGE
135.551,4.080,NONE,BLOCKAGE
136.551,3.737,NONE,BLOCKAGE
137.552,3.737,NONE,BLOCKAGE
138.552,3.737,NONE,BLOCKAGE
139.553,3.737,NONE,BLOCKAGE
140.553,4.732,NONE,BLOCKAGE
141.554,4.406,NONE,BLOCKAGE
142.554,4.389,NONE,BLOCKAGE
143.555,4.063,NONE,BLOCKAGE
144.555,4.063,NONE,BLOCKAGE
145.556,3.737,NONE,BLOCKAGE
146.556,3.737,NONE,BLOCKAGE
147.557,4.732,NONE,BLOCKAGE
148.557,4.406,NONE,BLOCKAGE
149.558,4.423,NONE,BLOCKAGE
150.558,4.080,NONE,BLOCKAGE
151.559,4.063,NONE,BLOCKAGE
152.559,5.109,NONE,BLOCKAGE
153.560,5.109,NONE,BLOCKAGE
154.560,4.732,NONE,BLOCKAGE
155.561,4.732,NONE,BLOCKAGE
156.561,4.406,NONE,BLOCKAGE
157.562,4.423,NONE,BLOCKAGE
158.562,5.418,NONE,BLOCKAGE
159.563,4.063,NONE,BLOCKAGE
160.563,5.109,NONE,BLOCKAGE
161.564,5.109,NONE,BLOCKAGE
162.564,4.749,NONE,BLOCKAGE
163.565,4.732,NONE,BLOCKAGE
164.565,5.744,NONE,BLOCKAGE
165.566,5.418,NONE,BLOCKAGE
166.566,5.418,NONE,BLOCKAGE
167.567,6.396,NONE,BLOCKAGE
168.567,5.109,NONE,BLOCKAGE
169.568,6.070,NONE,BLOCKAGE
170.568,6.070,NONE,BLOCKAGE
171.569,5.744,NONE,BLOCKAGE
172.569,5.744,NONE,BLOCKAGE
173.570,5.418,NONE,BLOCKAGE
174.570,5.418,NONE,BLOCKAGE
175.571,6.378,NONE,BLOCKAGE
176.571,6.396,NONE,BLOCKAGE
177.572,6.070,NONE,BLOCKAGE
178.572,6.070,NONE,BLOCKAGE
179.573,6.053,NONE,BLOCKAGE
180.573,6.704,NONE,BLOCKAGE
181.574,6.704,NONE,BLOCKAGE
182.574,6.704,NONE,BLOCKAGE
183.575,6.378,NONE,BLOCKAGE
184.575,6.378,NONE,BLOCKAGE
185.576,7.356,NONE,BLOCKAGE
186.576,6.070,NONE,BLOCKAGE
187.577,7.030,NONE,BLOCKAGE
188.577,5.744,NONE,BLOCKAGE
189.578,6.704,NONE,BLOCKAGE
190.578,6.704,NONE,BLOCKAGE
191.579,7.665,NONE,BLOCKAGE
192.579,6.378,NONE,BLOCKAGE
