timestamp,water_depth,event_key,state
169.366,3.737,NONE,BLOCKAGE
170.366,3.394,NONE,BLOCKAGE
171.367,3.394,NONE,BLOCKAGE
172.367,3.051,NONE,BLOCKAGE
173.368,3.051,NONE,BLOCKAGE
174.368,3.737,NONE,BLOCKAGE
175.369,3.737,NONE,BLOCKAGE
176.369,3.737,NONE,BLOCKAGE
177.370,4.749,NONE,BLOCKAGE
178.370,3.394,NONE,BLOCKAGE
179.371,4.406,NONE,BLOCKAGE
180.371,4.063,NONE,BLOCKAGE
181.372,3.737,NONE,BLOCKAGE
182.372,3.737,NONE,BLOCKAGE
183.373,3.737,NONE,BLOCKAGE
184.373,4.732,NONE,BLOCKAGE
185.374,4.749,NONE,BLOCKAGE
186.374,4.406,NONE,BLOCKAGE
187.375,4.080,NONE,BLOCKAGE
188.375,4.080,NONE,BLOCKAGE
189.376,5.109,NONE,BLOCKAGE
190.376,5.109,NONE,BLOCKAGE
191.377,4.749,NONE,BLOCKAGE
192.377,4.732,NONE,BLOCKAGE
193.378,4.406,NONE,BLOCKAGE
194.378,4.406,NONE,BLOCKAGE
195.379,5.418,NONE,BLOCKAGE
196.379,4.080,NONE,BLOCKAGE
197.380,5.092,NONE,BLOCKAGE
198.380,5.109,NONE,BLOCKAGE
199.381,4.749,NONE,BLOCKAGE
200.381,5.744,NONE,BLOCKAGE
201.382,5.744,NONE,BLOCKAGE
202.382,5.418,NONE,BLOCKAGE
203.383,5.418,NONE,BLOCKAGE
204.383,6.396,NONE,BLOCKAGE
205.384,5.109,NONE,BLOCKAGE
206.384,6.070,NONE,BLOCKAGE
207.385,6.053,NONE,BLOCKAGE
208.385,5.744,NONE,BLOCKAGE
209.386,5.744,NONE,BLOCKAGE
210.386,5.418,NONE,BLOCKAGE
211.387,6.396,NONE,BLOCKAGE
212.387,6.396,NONE,BLOCKAGE
213.388,6.378,NONE,BLOCKAGE
214.388,6.070,NONE,BLOCKAGE
215.389,6.070,NONE,BLOCKAGE
216.389,5.744,NONE,BLOCKAGE
217.390,6.704,NONE,BLOCKAGE
218.390,6.704,NONE,BLOCKAGE
219.391,6.704,NONE,BLOCKAGE
220.391,6.396,NONE,BLOCKAGE
221.392,7.339,NONE,BLOCKAGE
222.392,7.356,NONE,BLOCKAGE
223.393,6.070,NONE,BLOCKAGE
224.393,7.030,NONE,BLOCKAGE
225.394,7.030,NONE,BLOCKAGE
226.394,5.744,NONE,BLOCKAGE
227.395,6.704,NONE,BLOCKAGE
228.395,7.682,NONE,BLOCKAGE
229.396,7.682,NONE,BLOCKAGE
230.396,6.396,NONE,BLOCKAGE
231.397,7.339,NONE,BLOCKAGE
232.397,7.339,NONE,BLOCKAGE
233.398,7.030,NONE,BLOCKAGE
234.398,7.030,NONE,BLOCKAGE
