timestamp,water_depth,event_key,state
680.182,2.708,NONE,CLEAR
681.182,2.708,NONE,CLEAR
682.183,2.708,NONE,CLEAR
683.183,2.708,NONE,CLEAR
684.184,2.365,NONE,CLEAR
685.184,2.382,NONE,CLEAR
686.185,2.382,NONE,CLEAR
687.185,3.394,NONE,CLEAR
688.186,3.394,NONE,CLEAR
689.186,3.394,NONE,CLEAR
690.187,3.051,NONE,CLEAR
691.187,3.051,NONE,CLEAR
692.188,2.708,NONE,CLEAR
693.188,2.708,NONE,CLEAR
694.189,3.737,NONE,CLEAR
695.189,3.737,NONE,CLEAR
696.190,3.394,NONE,CLEAR
697.190,3.394,NONE,CLEAR
698.191,3.394,NONE,CLEAR
699.191,3.394,NONE,CLEAR
700.192,3.051,NONE,CLEAR
701.192,3.051,NONE,CLEAR
702.193,4.063,NONE,CLEAR
703.193,3.737,NONE,CLEAR
704.194,3.737,NONE,CLEAR
705.194,3.737,NONE,CLEAR
706.195,3.737,NONE,CLEAR
707.195,3.394,NONE,CLEAR
708.196,3.394,NONE,CLEAR
709.196,4.389,NONE,CLEAR
710.197,3.051,NONE,CLEAR
711.197,4.063,NONE,CLEAR
712.198,4.063,NONE,CLEAR
713.198,3.737,NONE,CLEAR
714.199,3.737,NONE,CLEAR
715.199,3.737,NONE,CLEAR
716.200,4.732,NONE,CLEAR
717.200,4.749,NONE,CLEAR
718.201,4.406,NONE,CLEAR
719.201,4.406,NONE,CLEAR
720.202,4.406,NONE,CLEAR
721.202,4.080,NONE,CLEAR
722.203,4.080,NONE,CLEAR
723.203,4.080,NONE,CLEAR
724.204,5.109,NONE,CLEAR
725.204,5.109,NONE,CLEAR
726.205,4.732,NONE,CLEAR
727.205,4.732,NONE,CLEAR
728.206,4.749,NONE,CLEAR
729.206,4.406,NONE,CLEAR
730.207,4.406,NONE,CLEAR
731.207,4.406,NONE,CLEAR
732.208,5.418,NONE,CLEAR
733.208,4.080,NONE,CLEAR
734.209,5.109,NONE,CLEAR
735.209,5.109,NONE,CLEAR
736.210,5.109,NONE,CLEAR
737.210,6.070,NONE,CLEAR
738.211,4.749,NONE,CLEAR
739.211,4.732,NONE,CLEAR
740.212,5.744,NONE,CLEAR
741.212,4.406,NONE,CLEAR
742.213,5.418,NONE,CLEAR
743.213,5.418,NONE,CLEAR
744.214,6.396,NONE,CLEAR
745.214,6.396,NONE,CLEAR
746.215,5.109,NONE,CLEAR
747.215,6.070,NONE,CLEAR
748.216,6.053,NONE,CLEAR
749.216,6.070,NONE,CLEAR
750.217,5.744,NONE,CLEAR
751.217,5.744,NONE,CLEAR
752.218,5.761,NONE,CLEAR
753.218,5.418,NONE,CLEAR
754.219,5.418,NONE,CLEAR
755.219,6.396,NONE,CLEAR
756.220,6.396,NONE,CLEAR
757.220,6.396,NONE,CLEAR
758.221,6.070,NONE,CLEAR
759.221,6.053,NONE,CLEAR
760.222,6.070,NONE,CLEAR
761.222,6.070,NONE,CLEAR
762.223,5.744,NONE,CLEAR
763.223,6.704,NONE,CLEAR
764.224,6.704,NONE,CLEAR
765.224,6.704,NONE,CLEAR
766.225,6.396,NONE,CLEAR
767.225,6.396,NONE,CLEAR
768.226,6.378,NONE,CLEAR
769.226,7.356,NONE,CLEAR
770.227,7.339,NONE,CLEAR
771.227,6.070,NONE,CLEAR
772.228,7.030,NONE,CLEAR
773.228,7.030,NONE,CLEAR
774.229,5.744,NONE,CLEAR
775.229,6.704,NONE,CLEAR
776.230,6.704,NONE,CLEAR
777.230,7.682,NONE,CLEAR
778.231,7.682,NONE,CLEAR
