timestamp,water_depth,event_key,state
169.812,3.394,NONE,BLOCKAGE
170.812,3.394,NONE,BLOCKAGE
171.813,3.051,NONE,BLOCKAGE
172.813,3.051,NONE,BLOCKAGE
173.814,2.708,NONE,BLOCKAGE
174.814,3.720,NONE,BLOCKAGE
175.815,3.394,NONE,BLOCKAGE
176.815,3.394,NONE,BLOCKAGE
177.816,3.394,NONE,BLOCKAGE
178.816,3.051,NONE,BLOCKAGE
179.817,2.708,NONE,BLOCKAGE
180.817,2.708,NONE,BLOCKAGE
181.818,3.737,NONE,BLOCKAGE
182.818,4.749,NONE,BLOCKAGE
183.819,3.394,NONE,BLOCKAGE
184.819,4.406,NONE,BLOCKAGE
185.820,4.406,NONE,BLOCKAGE
186.820,4.080,NONE,BLOCKAGE
187.821,3.720,NONE,BLOCKAGE
188.821,3.737,NONE,BLOCKAGE
189.822,4.732,NONE,BLOCKAGE
190.822,4.749,NONE,BLOCKAGE
191.823,4.406,NONE,BLOCKAGE
192.823,4.406,NONE,BLOCKAGE
193.824,4.080,NONE,BLOCKAGE
194.824,4.080,NONE,BLOCKAGE
195.825,5.109,NONE,BLOCKAGE
196.825,5.109,NONE,BLOCKAGE
197.826,4.732,NONE,BLOCKAGE
198.826,4.732,NONE,BLOCKAGE
199.827,4.406,NONE,BLOCKAGE
200.827,5.418,NONE,BLOCKAGE
201.828,5.418,NONE,BLOCKAGE
202.828,5.092,NONE,BLOCKAGE
203.829,5.109,NONE,BLOCKAGE
204.829,6.070,NONE,BLOCKAGE
205.830,4.732,NONE,BLOCKAGE
206.830,5.744,NONE,BLOCKAGE
207.831,4.406,NONE,BLOCKAGE
208.831,5.418,NONE,BLOCKAGE
209.832,5.418,NONE,BLOCKAGE
210.832,5.092,NONE,BLOCKAGE
211.833,6.070,NONE,BLOCKAGE
212.833,6.070,NONE,BLOCKAGE
213.834,5.744,NONE,BLOCKAGE
214.834,5.744,NONE,BLOCKAGE
215.835,5.744,NONE,BLOCKAGE
216.835,5.418,NONE,BLOCKAGE
217.836,6.396,NONE,BLOCKAGE
218.836,6.396,NONE,BLOCKAGE
219.837,6.070,NONE,BLOCKAGE
220.837,6.070,NONE,BLOCKAGE
221.838,5.744,NONE,BLOCKAGE
222.838,6.704,NONE,BLOCKAGE
223.839,6.704,NONE,BLOCKAGE
224.839,6.396,NONE,BLOCKAGE
225.840,6.396,NONE,BLOCKAGE
226.840,7.339,NONE,BLOCKAGE
227.841,6.070,NONE,BLOCKAGE
228.841,7.030,NONE,BLOCKAGE
229.842,5.744,NONE,BLOCKAGE
230.842,6.704,NONE,BLOCKAGE
231.843,7.682,NONE,BLOCKAGE
232.843,7.665,NONE,BLOCKAGE
233.844,7.030,BLOCKAGE_REMOVED,CLEAR
234.844,6.378,NONE,CLEAR
235.845,5.744,NONE,CLEAR
236.845,6.396,NONE,CLEAR
237.846,6.396,NONE,CLEAR
238.846,5.418,NONE,CLEAR
239.847,5.418,NONE,CLEAR
240.847,5.418,NONE,CLEAR
241.848,5.418,NONE,CLEAR
242.848,6.396,NONE,CLEAR
243.849,6.396,NONE,CLEAR
244.849,6.070,NONE,CLEAR
245.850,6.053,NONE,CLEAR
246.850,6.070,NONE,CLEAR
247.851,6.070,NONE,CLEAR
248.851,5.744,NONE,CLEAR
249.852,6.704,NONE,CLEAR
250.852,6.704,NONE,CLEAR
251.853,6.704,NONE,CLEAR
252.853,6.378,NONE,CLEAR
253.854,6.396,NONE,CLEAR
254.854,6.396,NONE,CLEAR
255.855,7.339,NONE,CLEAR
256.855,6.053,NONE,CLEAR
257.856,7.030,NONE,CLEAR
258.856,7.030,NONE,CLEAR
259.857,5.744,NONE,CLEAR
260.857,6.704,NONE,CLEAR
261.858,6.704,NONE,CLEAR
262.858,6.704,NONE,CLEAR
263.859,7.682,NONE,CLEAR
264.859,7.682,NONE,CLEAR
265.860,6.396,NONE,CLEAR
266.860,6.396,NONE,CLEAR
267.861,7.339,NONE,CLEAR
268.861,7.339,NONE,CLEAR
269.862,7.356,NONE,CLEAR
