timestamp,water_depth,event_key,state
217.701,2.708,NONE,CLEAR
218.701,2.708,NONE,CLEAR
219.702,2.708,NONE,CLEAR
220.702,2.365,NONE,CLEAR
221.703,3.394,NONE,CLEAR
222.703,3.394,NONE,CLEAR
223.704,3.051,NONE,CLEAR
224.704,3.051,NONE,CLEAR
225.705,3.051,NONE,CLEAR
226.705,2.708,NONE,CLEAR
227.706,3.120,NONE,CLEAR
228.706,2.760,NONE,CLEAR
229.707,3.789,NONE,CLEAR
230.707,3.789,NONE,CLEAR
231.708,3.789,NONE,CLEAR
232.708,3.446,NONE,CLEAR
233.709,3.446,NONE,CLEAR
234.709,3.446,NONE,CLEAR
235.710,3.120,NONE,CLEAR
236.710,3.103,NONE,CLEAR
237.711,4.115,NONE,CLEAR
238.711,2.777,NONE,CLEAR
239.712,3.789,NONE,CLEAR
240.712,3.789,NONE,CLEAR
241.713,3.789,NONE,CLEAR
242.713,3.446,NONE,CLEAR
243.714,3.446,NONE,CLEAR
244.714,4.475,NONE,CLEAR
245.715,3.120,NONE,CLEAR
246.715,4.132,NONE,CLEAR
247.716,3.789,BLOCKAGE_INSERTED,BLOCKAGE
248.716,3.789,NONE,BLOCKAGE
249.717,3.789,NONE,BLOCKAGE
250.717,4.801,NONE,BLOCKAGE
251.718,4.458,NONE,BLOCKAGE
252.718,4.475,NONE,BLOCKAGE
253.719,4.132,NONE,BLOCKAGE
254.719,4.132,NONE,BLOCKAGE
255.720,5.161,NONE,BLOCKAGE
256.720,5.161,NONE,BLOCKAGE
257.721,4.801,NONE,BLOCKAGE
258.721,4.458,NONE,BLOCKAGE
259.722,4.458,NONE,BLOCKAGE
260.722,4.475,NONE,BLOCKAGE
261.723,5.469,NONE,BLOCKAGE
262.723,5.161,NONE,BLOCKAGE
263.724,5.144,NONE,BLOCKAGE
264.724,5.161,NONE,BLOCKAGE
265.725,4.801,NONE,BLOCKAGE
266.725,5.795,NONE,BLOCKAGE
267.726,4.475,NONE,BLOCKAGE
268.726,5.469,NONE,BLOCKAGE
269.727,5.469,NONE,BLOCKAGE
270.727,6.430,NONE,BLOCKAGE
271.728,5.161,NONE,BLOCKAGE
272.728,6.104,NONE,BLOCKAGE
273.729,6.121,NONE,BLOCKAGE
274.729,5.795,NONE,BLOCKAGE
275.730,5.795,NONE,BLOCKAGE
276.730,5.795,NONE,BLOCKAGE
277.731,6.430,NONE,BLOCKAGE
278.731,6.430,NONE,BLOCKAGE
279.732,6.430,NONE,BLOCKAGE
280.732,6.104,NONE,BLOCKAGE
281.733,6.104,NONE,BLOCKAGE
282.733,5.795,NONE,BLOCKAGE
283.734,6.756,NONE,BLOCKAGE
284.734,6.756,NONE,BLOCKAGE
285.735,6.430,NONE,BLOCKAGE
286.735,6.430,NONE,BLOCKAGE
287.736,6.430,NONE,BLOCKAGE
288.736,6.121,NONE,BLOCKAGE
289.737,7.064,NONE,BLOCKAGE
290.737,5.795,NONE,BLOCKAGE
291.738,6.739,NONE,BLOCKAGE
292.738,7.716,NONE,BLOCKAGE
293.739,7.716,NONE,BLOCKAGE
294.739,6.430,NONE,BLOCKAGE
295.740,7.390,NONE,BLOCKAGE
296.740,7.716,NONE,BLOCKAGE
297.741,7.082,BLOCKAGE_REMOVED,CLEAR
298.741,6.070,NONE,CLEAR
299.742,6.396,NONE,CLEAR
300.742,6.396,NONE,CLEAR
301.743,6.704,NONE,CLEAR
302.743,6.396,NONE,CLEAR
303.744,6.396,NONE,CLEAR
304.744,7.339,NONE,CLEAR
305.745,6.053,NONE,CLEAR
306.745,7.030,NONE,CLEAR
307.746,7.030,NONE,CLEAR
308.746,5.744,NONE,CLEAR
309.747,6.704,NONE,CLEAR
310.747,6.704,NONE,CLEAR
311.748,6.704,NONE,CLEAR
312.748,7.665,NONE,CLEAR
313.749,7.682,NONE,CLEAR
314.749,6.396,NONE,CLEAR
315.750,7.356,NONE,CLEAR
316.750,7.339,NONE,CLEAR
317.751,7.356,NONE,CLEAR
318.751,6.070,NONE,CLEAR
319.752,7.030,NONE,CLEAR
320.752,7.030,NONE,CLEAR
321.753,7.030,NONE,CLEAR
322.753,6.704,NONE,CLEAR
323.754,6.704,NONE,CLEAR
324.754,7.682,NONE,CLEAR
