timestamp,water_depth,event_key,state
407.610,3.051,NONE,CLEAR
408.610,2.726,NONE,CLEAR
409.611,2.708,NONE,CLEAR
410.611,3.737,NONE,CLEAR
411.612,3.394,NONE,CLEAR
412.612,3.394,NONE,CLEAR
413.613,3.394,NONE,CLEAR
414.613,3.394,NONE,CLEAR
415.614,3.051,NONE,CLEAR
416.614,3.051,NONE,CLEAR
417.615,4.080,NONE,CLEAR
418.615,2.708,NONE,CLEAR
419.616,3.737,NONE,CLEAR
420.616,3.737,NONE,CLEAR
421.617,3.737,NONE,CLEAR
422.617,3.394,NONE,CLEAR
423.618,3.394,NONE,CLEAR
424.618,4.406,NONE,CLEAR
425.619,4.406,NONE,CLEAR
426.619,4.063,NONE,CLEAR
427.620,4.080,NONE,CLEAR
428.620,3.737,NONE,CLEAR
429.621,3.737,NONE,CLEAR
430.621,3.737,NONE,CLEAR
431.622,3.737,NONE,CLEAR
432.622,4.732,NONE,CLEAR
433.623,4.749,NONE,CLEAR
434.623,4.406,NONE,CLEAR
435.624,4.423,NONE,CLEAR
436.624,4.063,NONE,CLEAR
437.625,4.063,NONE,CLEAR
438.625,4.063,NONE,CLEAR
439.626,5.092,NONE,CLEAR
440.626,5.109,NONE,CLEAR
441.627,5.109,NONE,CLEAR
442.627,4.749,NONE,CLEAR
443.628,4.749,NONE,CLEAR
444.628,4.406,NONE,CLEAR
445.629,4.406,NONE,CLEAR
446.629,4.406,NONE,CLEAR
447.630,5.418,NONE,CLEAR
448.630,5.418,NONE,CLEAR
449.631,4.063,NONE,CLEAR
450.631,5.109,NONE,CLEAR
451.632,5.109,NONE,CLEAR
452.632,5.109,NONE,CLEAR
453.633,4.749,NONE,CLEAR
454.633,4.749,NONE,CLEAR
455.634,5.744,NONE,CLEAR
456.634,5.744,NONE,CLEAR
457.635,4.406,NONE,CLEAR
458.635,5.418,NONE,CLEAR
459.636,5.418,NONE,CLEAR
460.636,6.378,NONE,CLEAR
461.637,6.396,NONE,CLEAR
462.637,5.109,NONE,CLEAR
463.638,6.070,NONE,CLEAR
464.638,6.070,NONE,CLEAR
465.639,6.053,NONE,CLEAR
466.639,5.744,NONE,CLEAR
467.640,4.406,NONE,CLEAR
468.640,5.744,NONE,CLEAR
469.641,5.418,NONE,CLEAR
470.641,6.396,NONE,CLEAR
471.642,6.396,NONE,CLEAR
472.642,6.396,NONE,CLEAR
473.643,6.396,NONE,CLEAR
474.643,6.053,NONE,CLEAR
475.644,6.087,NONE,CLEAR
476.644,6.070,NONE,CLEAR
477.645,6.070,NONE,CLEAR
478.645,5.744,NONE,CLEAR
479.646,6.704,NONE,CLEAR
480.646,6.704,NONE,CLEAR
481.647,6.704,NONE,CLEAR
482.647,6.396,NONE,CLEAR
483.648,6.396,NONE,CLEAR
484.648,6.396,NONE,CLEAR
485.649,7.339,NONE,CLEAR
486.649,6.070,NONE,CLEAR
487.650,6.070,NONE,CLEAR
488.650,7.030,NONE,CLEAR
489.651,7.030,NONE,CLEAR
490.651,5.744,NONE,CLEAR
491.652,5.744,NONE,CLEAR
