timestamp,water_depth,event_key,state
191.327,3.394,NONE,BLOCKAGE
192.327,3.051,NONE,BLOCKAGE
193.328,2.708,NONE,BLOCKAGE
194.328,2.708,NONE,BLOCKAGE
195.329,3.737,NONE,BLOCKAGE
196.329,3.394,NONE,BLOCKAGE
197.330,3.394,NONE,BLOCKAGE
198.330,3.394,NONE,BLOCKAGE
199.331,3.051,NONE,BLOCKAGE
200.331,4.063,NONE,BLOCKAGE
201.332,3.720,NONE,BLOCKAGE
202.332,3.737,NONE,BLOCKAGE
203.333,3.737,NONE,BLOCKAGE
204.333,3.394,NONE,BLOCKAGE
205.334,4.406,NONE,BLOCKAGE
206.334,4.063,NONE,BLOCKAGE
207.335,4.080,NONE,BLOCKAGE
208.335,4.080,NONE,BLOCKAGE
209.336,3.720,NONE,BLOCKAGE
210.336,4.749,NONE,BLOCKAGE
211.337,4.749,NONE,BLOCKAGE
212.337,4.406,NONE,BLOCKAGE
213.338,4.080,NONE,BLOCKAGE
214.338,4.063,NONE,BLOCKAGE
215.339,5.092,NONE,BLOCKAGE
216.339,5.109,NONE,BLOCKAGE
217.340,4.732,NONE,BLOCKAGE
218.340,4.732,NONE,BLOCKAGE
219.341,4.406,NONE,BLOCKAGE
220.341,4.406,NONE,BLOCKAGE
221.342,4.080,NONE,BLOCKAGE
222.342,4.080,NONE,BLOCKAGE
223.343,4.406,NONE,BLOCKAGE
224.343,5.109,BLOCKAGE_REMOVED,CLEAR
225.344,4.063,NONE,CLEAR
226.344,4.063,NONE,CLEAR
227.345,4.406,NONE,CLEAR
228.345,4.406,NONE,CLEAR
229.346,4.406,NONE,CLEAR
230.346,4.063,NONE,CLEAR
231.347,4.080,NONE,CLEAR
232.347,5.092,NONE,CLEAR
233.348,5.109,NONE,CLEAR
234.348,5.109,NONE,CLEAR
235.349,4.749,NONE,CLEAR
236.349,4.732,NONE,CLEAR
237.350,4.406,NONE,CLEAR
238.350,4.406,NONE,CLEAR
239.351,4.063,NONE,CLEAR
240.351,5.418,NONE,CLEAR
241.352,4.063,NONE,CLEAR
242.352,5.109,NONE,CLEAR
243.353,5.109,NONE,CLEAR
244.353,5.092,NONE,CLEAR
245.354,5.109,NONE,CLEAR
246.354,4.749,NONE,CLEAR
247.355,4.749,NONE,CLEAR
248.355,4.423,NONE,CLEAR
249.356,4.406,NONE,CLEAR
250.356,5.418,NONE,CLEAR
251.357,5.418,NONE,CLEAR
252.357,6.396,NONE,CLEAR
253.358,6.378,NONE,CLEAR
254.358,5.109,NONE,CLEAR
255.359,6.070,NONE,CLEAR
256.359,6.070,NONE,CLEAR
257.360,4.732,NONE,CLEAR
258.360,5.744,NONE,CLEAR
259.361,5.744,NONE,CLEAR
260.361,5.744,NONE,CLEAR
261.362,5.744,NONE,CLEAR
262.362,5.418,NONE,CLEAR
263.363,6.378,NONE,CLEAR
264.363,6.396,NONE,CLEAR
265.364,6.396,NONE,CLEAR
266.364,6.070,NONE,CLEAR
267.365,6.070,NONE,CLEAR
268.365,6.070,NONE,CLEAR
269.366,5.744,NONE,CLEAR
270.366,6.704,NONE,CLEAR
271.367,6.704,NONE,CLEAR
272.367,6.704,NONE,CLEAR
273.368,6.704,NONE,CLEAR
274.368,6.396,NONE,CLEAR
275.369,6.396,NONE,CLEAR
276.369,6.396,NONE,CLEAR
277.370,6.070,NONE,CLEAR
278.370,6.070,NONE,CLEAR
279.371,7.030,NONE,CLEAR
280.371,7.030,NONE,CLEAR
281.372,5.744,NONE,CLEAR
282.372,6.704,NONE,CLEAR
283.373,6.704,NONE,CLEAR
284.373,6.704,NONE,CLEAR
