timestamp,water_depth,event_key,state
195.556,2.040,NONE,CLEAR
196.556,2.040,NONE,CLEAR
197.557,3.051,NONE,CLEAR
198.557,3.051,NONE,CLEAR
199.558,3.051,NONE,CLEAR
200.558,2.726,NONE,CLEAR
201.559,2.708,NONE,CLEAR
202.559,2.708,NONE,CLEAR
203.560,2.708,NONE,CLEAR
204.560,2.708,NONE,CLEAR
205.561,2.365,NONE,CLEAR
206.561,3.394,NONE,CLEAR
207.562,3.394,NONE,CLEAR
208.562,3.394,NONE,CLEAR
209.563,3.051,NONE,CLEAR
210.563,3.051,NONE,CLEAR
211.564,3.051,NONE,CLEAR
212.564,2.708,NONE,CLEAR
213.565,2.726,NONE,CLEAR
214.565,3.737,NONE,CLEAR
215.566,3.394,NONE,CLEAR
216.566,3.394,NONE,CLEAR
217.567,3.394,NONE,CLEAR
218.567,3.394,NONE,CLEAR
219.568,3.051,NONE,CLEAR
220.568,3.051,NONE,CLEAR
221.569,4.063,NONE,CLEAR
222.569,3.737,NONE,CLEAR
223.570,3.737,NONE,CLEAR
224.570,3.720,NONE,CLEAR
225.571,3.737,NONE,CLEAR
226.571,3.394,NONE,CLEAR
227.572,3.394,NONE,CLEAR
228.572,4.406,NONE,CLEAR
229.573,4.423,NONE,CLEAR
230.573,4.080,NONE,CLEAR
231.574,4.063,NONE,CLEAR
232.574,4.063,NONE,CLEAR
233.575,3.737,NONE,CLEAR
234.575,3.720,NONE,CLEAR
235.576,4.732,NONE,CLEAR
236.576,4.732,NONE,CLEAR
237.577,3.394,NONE,CLEAR
238.577,4.406,NONE,CLEAR
239.578,4.406,NONE,CLEAR
240.578,4.063,NONE,CLEAR
241.579,4.063,NONE,CLEAR
242.579,4.063,NONE,CLEAR
243.580,4.080,NONE,CLEAR
244.580,5.109,NONE,CLEAR
245.581,5.109,NONE,CLEAR
246.581,4.732,NONE,CLEAR
247.582,4.732,NONE,CLEAR
248.582,4.732,NONE,CLEAR
249.583,4.406,NONE,CLEAR
250.583,4.406,NONE,CLEAR
251.584,5.418,NONE,CLEAR
252.584,5.418,NONE,CLEAR
253.585,4.080,NONE,CLEAR
254.585,5.109,NONE,CLEAR
255.586,5.109,NONE,CLEAR
256.586,5.109,NONE,CLEAR
257.587,4.732,NONE,CLEAR
258.587,4.749,NONE,CLEAR
259.588,5.744,NONE,CLEAR
260.588,5.744,NONE,CLEAR
261.589,4.406,NONE,CLEAR
262.589,5.418,NONE,CLEAR
263.590,5.418,NONE,CLEAR
264.590,5.418,NONE,CLEAR
265.591,6.396,NONE,CLEAR
266.591,5.109,NONE,CLEAR
267.592,5.109,NONE,CLEAR
268.592,6.070,NONE,CLEAR
269.593,6.070,NONE,CLEAR
270.593,5.744,NONE,CLEAR
271.594,5.744,NONE,CLEAR
272.594,5.744,NONE,CLEAR
273.595,5.418,NONE,CLEAR
274.595,5.418,NONE,CLEAR
275.596,6.396,NONE,CLEAR
276.596,6.396,NONE,CLEAR
277.597,6.396,NONE,CLEAR
278.597,6.396,NONE,CLEAR
279.598,6.053,NONE,CLEAR
280.598,6.070,NONE,CLEAR
281.599,6.070,NONE,CLEAR
282.599,5.744,NONE,CLEAR
283.600,6.704,NONE,CLEAR
284.600,6.704,NONE,CLEAR
285.601,6.704,NONE,CLEAR
286.601,6.396,NONE,CLEAR
287.602,6.396,NONE,CLEAR
288.602,6.396,NONE,CLEAR
289.603,7.356,NONE,CLEAR
290.603,6.070,NONE,CLEAR
291.604,6.053,NONE,CLEAR
292.604,7.030,NONE,CLEAR
293.605,7.030,NONE,CLEAR
294.605,5.744,NONE,CLEAR
295.606,6.704,NONE,CLEAR
296.606,6.704,NONE,CLEAR
297.607,7.682,NONE,CLEAR
298.607,7.682,NONE,CLEAR
299.608,6.396,NONE,CLEAR
300.608,6.378,NONE,CLEAR
