timestamp,water_depth,event_key,state
286.793,2.022,NONE,BLOCKAGE
287.793,3.051,NONE,BLOCKAGE
288.794,3.051,NONE,BLOCKAGE
289.794,2.726,NONE,BLOCKAGE
290.795,2.382,NONE,BLOCKAGE
291.795,2.365,NONE,BLOCKAGE
292.796,3.394,NONE,BLOCKAGE
293.796,3.051,NONE,BLOCKAGE
294.797,3.051,NONE,BLOCKAGE
295.797,2.708,NONE,BLOCKAGE
296.798,3.737,NONE,BLOCKAGE
297.798,3.737,NONE,BLOCKAGE
298.799,3.394,NONE,BLOCKAGE
299.799,3.394,NONE,BLOCKAGE
300.800,3.051,NONE,BLOCKAGE
301.800,3.051,NONE,BLOCKAGE
302.801,4.080,NONE,BLOCKAGE
303.801,3.737,NONE,BLOCKAGE
304.802,3.720,NONE,BLOCKAGE
305.802,3.737,NONE,BLOCKAGE
306.803,3.394,NONE,BLOCKAGE
307.803,4.406,NONE,BLOCKAGE
308.804,4.080,NONE,BLOCKAGE
309.804,4.063,NONE,BLOCKAGE
310.805,3.737,NONE,BLOCKAGE
311.805,3.737,NONE,BLOCKAGE
312.806,4.732,NONE,BLOCKAGE
313.806,3.394,NONE,BLOCKAGE
314.807,4.406,NONE,BLOCKAGE
315.807,4.063,NONE,BLOCKAGE
316.808,4.063,NONE,BLOCKAGE
317.808,5.109,NONE,BLOCKAGE
318.809,5.109,NONE,BLOCKAGE
319.809,4.749,NONE,BLOCKAGE
320.810,4.732,NONE,BLOCKAGE
321.810,4.406,NONE,BLOCKAGE
322.811,4.423,NONE,BLOCKAGE
323.811,5.418,NONE,BLOCKAGE
324.812,4.080,NONE,BLOCKAGE
325.812,5.109,NONE,BLOCKAGE
326.813,5.092,NONE,BLOCKAGE
327.813,4.732,NONE,BLOCKAGE
328.814,4.732,NONE,BLOCKAGE
329.814,4.406,NONE,BLOCKAGE
330.815,5.418,NONE,BLOCKAGE
331.815,5.418,NONE,BLOCKAGE
332.816,6.378,NONE,BLOCKAGE
333.816,5.109,NONE,BLOCKAGE
334.817,6.070,NONE,BLOCKAGE
335.817,6.053,NONE,BLOCKAGE
336.818,5.744,NONE,BLOCKAGE
337.818,5.744,NONE,BLOCKAGE
338.819,5.418,NONE,BLOCKAGE
339.819,6.396,NONE,BLOCKAGE
340.820,6.396,NONE,BLOCKAGE
341.820,6.396,NONE,BLOCKAGE
342.821,6.070,NONE,BLOCKAGE
343.821,6.070,NONE,BLOCKAGE
344.822,6.070,NONE,BLOCKAGE
345.822,6.378,BLOCKAGE_REMOVED,CLEAR
346.823,4.749,NONE,CLEAR
347.823,6.396,NONE,CLEAR
348.824,5.418,NONE,CLEAR
349.824,5.744,NONE,CLEAR
350.825,4.749,NONE,CLEAR
351.825,4.749,NONE,CLEAR
352.826,5.744,NONE,CLEAR
353.826,4.406,NONE,CLEAR
354.827,5.418,NONE,CLEAR
355.827,5.418,NONE,CLEAR
356.828,5.418,NONE,CLEAR
357.828,6.396,NONE,CLEAR
358.829,5.109,NONE,CLEAR
359.829,5.109,NONE,CLEAR
360.830,6.070,NONE,CLEAR
361.830,6.070,NONE,CLEAR
362.831,5.744,NONE,CLEAR
363.831,5.744,NONE,CLEAR
364.832,5.744,NONE,CLEAR
365.832,5.418,NONE,CLEAR
366.833,5.418,NONE,CLEAR
367.833,6.378,NONE,CLEAR
368.834,6.396,NONE,CLEAR
369.834,6.396,NONE,CLEAR
370.835,6.070,NONE,CLEAR
371.835,6.053,NONE,CLEAR
372.836,6.070,NONE,CLEAR
373.836,6.070,NONE,CLEAR
374.837,6.704,NONE,CLEAR
375.837,6.704,NONE,CLEAR
376.838,6.704,NONE,CLEAR
377.838,6.704,NONE,CLEAR
378.839,6.378,NONE,CLEAR
379.839,6.396,NONE,CLEAR
380.840,6.396,NONE,CLEAR
381.840,7.339,NONE,CLEAR
382.841,7.356,NONE,CLEAR
383.841,6.070,NONE,CLEAR
384.842,5.744,NONE,CLEAR
385.842,7.030,NONE,CLEAR
386.843,6.704,NONE,CLEAR
387.843,6.704,NONE,CLEAR
388.844,6.704,NONE,CLEAR
