timestamp,water_depth,event_key,state
176.906,2.382,NONE,CLEAR
177.906,3.394,NONE,CLEAR
178.907,3.394,NONE,CLEAR
179.907,3.394,NONE,CLEAR
180.908,3.051,NONE,CLEAR
181.908,3.051,NONE,CLEAR
182.909,2.708,NONE,CLEAR
183.909,2.708,NONE,CLEAR
184.910,3.720,NONE,CLEAR
185.910,3.720,NONE,CLEAR
186.911,3.394,NONE,CLEAR
187.911,3.394,NONE,CLEAR
188.912,3.394,NONE,CLEAR
189.912,3.377,NONE,CLEAR
190.913,3.051,NONE,CLEAR
191.913,3.051,NONE,CLEAR
192.914,4.063,NONE,CLEAR
193.914,2.708,NONE,CLEAR
194.915,3.737,NONE,CLEAR
195.915,3.720,NONE,CLEAR
196.916,3.737,NONE,CLEAR
197.916,3.394,NONE,CLEAR
198.917,3.377,NONE,CLEAR
199.917,4.406,NONE,CLEAR
200.918,4.406,NONE,CLEAR
201.918,4.063,NONE,CLEAR
202.919,4.063,NONE,CLEAR
203.919,4.080,NONE,CLEAR
204.920,3.737,NONE,CLEAR
205.920,3.737,NONE,CLEAR
206.921,4.749,NONE,CLEAR
207.921,4.732,NONE,CLEAR
208.922,4.406,BLOCKAGE_INSERTED,BLOCKAGE
209.922,4.406,NONE,BLOCKAGE
210.923,4.063,NONE,BLOCKAGE
211.923,4.063,NONE,BLOCKAGE
212.924,5.109,NONE,BLOCKAGE
213.924,5.092,NONE,BLOCKAGE
214.925,5.109,NONE,BLOCKAGE
215.925,4.749,NONE,BLOCKAGE
216.926,4.389,NONE,BLOCKAGE
217.926,4.406,NONE,BLOCKAGE
218.927,5.418,NONE,BLOCKAGE
219.927,5.418,NONE,BLOCKAGE
220.928,5.109,NONE,BLOCKAGE
221.928,5.109,NONE,BLOCKAGE
222.929,6.070,NONE,BLOCKAGE
223.929,4.749,NONE,BLOCKAGE
224.930,5.744,NONE,BLOCKAGE
225.930,4.406,NONE,BLOCKAGE
226.931,5.418,NONE,BLOCKAGE
227.931,5.418,NONE,BLOCKAGE
228.932,6.378,NONE,BLOCKAGE
229.932,5.092,NONE,BLOCKAGE
230.933,6.053,NONE,BLOCKAGE
231.933,6.070,NONE,BLOCKAGE
232.934,4.732,NONE,BLOCKAGE
233.934,5.744,NONE,BLOCKAGE
234.935,5.744,NONE,BLOCKAGE
235.935,5.418,NONE,BLOCKAGE
236.936,6.396,NONE,BLOCKAGE
237.936,6.396,NONE,BLOCKAGE
238.937,6.396,NONE,BLOCKAGE
239.937,6.378,NONE,BLOCKAGE
240.938,5.418,BLOCKAGE_REMOVED,CLEAR
241.938,5.744,NONE,CLEAR
242.939,4.732,NONE,CLEAR
243.939,6.053,NONE,CLEAR
244.940,4.749,NONE,CLEAR
245.940,5.744,NONE,CLEAR
246.941,5.744,NONE,CLEAR
247.941,5.744,NONE,CLEAR
248.942,5.744,NONE,CLEAR
249.942,5.744,NONE,CLEAR
250.943,5.744,NONE,CLEAR
